,评论ID,机型,规格,初评时间,初评内容,追评时间,追评内容,追评天数
1028,1127357497246,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 20:53:09,其他特色：从mate转过来的  一直没抢到mate40  11Pro  让我对小米有了新的认识  华为很棒 小米也不差 拍照效果：拍照很给力 电池续航：确实电量掉的有点快  把2k关了好很多 运行速度：速度杠杠的,,,
1029,1126923048533,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 20:50:59,宝贝收到了，和描述一样，很喜欢。,,,
1030,1127357145031,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 20:50:23,宝贝发货了，物流也很快，性能也更好，相机也很牛*。,,,
1031,1127356845364,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:48:41,挺好的，后续有问题我再来评论,,,
1032,1126921640649,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:36:16,收到后还是有满满的惊喜感，运行也蛮好，音质也不错，拍照也蛮好。,,,
1033,1127354405626,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:26:28,手机手感很好电池也耐用，希望发热不要太严重就好,,,
1034,1128185523160,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 20:20:47,发货很快，快充也一起到的。整体感觉很好 大气 黑色我很喜欢 速度够快 使用也方便 比我的苹果12好用 后背稍微有一点热 操作系统也好用。,,,
1035,1127353413420,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 20:17:29,手机非常流畅。外观特别惊艳，屏幕非常出色。不愧是安卓机皇！！,,,
1036,1127352873497,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:13:18,手机收到了，手感和外观都很哇塞！！！其他的后期再测试。,,,
1037,1127785146594,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:13:04,手机满怀期待中收到了，看了发布会果断下手，拍照很清晰，电池续航和充电速度杠杠滴，显示细腻，推荐购买！,,,
1038,1127784890315,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:09:50,比想象中大一点 物流杠杆的 2天北京就到广州了 绿色的好好看,,,
1039,1127784770572,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 20:09:07,因为之前的小米8实在不行了才买的 忠实米粉了 拿到手机怎么说呢， 起床的时候特意放了首  夜空里最亮的星 问室友音乐咋样。室友睡的一脸懵*说了句怎么音质变好了。 废话，安卓机皇跟你开玩笑的？ 游戏手感超好。 还有我想要小米的背包，客服妹妹看看我！,,,
1040,1128183387852,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 20:04:32,小米11pro感觉是小米个人体验最好的一部手机，屏幕效果堪称顶级，相机夜拍成像惊艳，希望接下来尽快升级到MIUI12.5，继续做好系统和软硬件的优化整合，做到完美，支持小米。,,,
1041,1128183499429,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 20:02:28,发货神速 包装严实 非常满意的一次购机体验！,2021-04-04 20:07:28,非常满意,0.0
1042,1128183207157,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 20:00:32,第一时间就下单了小米11p超级满意 去年给父母买了两个k30p 我们一家人都用小米了，小米的手机越来越好用了,,,
1043,1126917580673,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 19:59:51,其他特色：机身手感还是不错的，外形没有像网上那么妖魔化，不是什么直男审美哦，就是颜色建议还是黑色好看，耐看，还有就是绿色的和我基金不符 拍照效果：拍照还是可以的，特别是开了50m 电池续航：耗电速度还是一般偏上吧，这是没用于游戏的耗电统计,,,
1044,1128183167022,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:59:19,此用户没有填写评论!,,,
1045,1126917100540,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:54:23,很精致，质量非常好，很满意的一次购物。谢谢店家！品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢,,,
1046,1127782886509,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:51:14,物流很快，物品完好无损，用起来很舒服，喜欢💕,,,
1047,1126916868043,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:49:46,拍照效果：很喜欢这个大底的相机，素质特别好 电池续航：大电池加67W充电，续航不是问题 通信音质：通话清晰稳定 运行速度：三条8不压原神的话必须没压力，丝滑 显示效果：屏幕显示特别细腻，OLED屏幕在夜晚对眼睛的刺激略大,,,
1048,1126916496851,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 19:48:46,看了雷总的宣讲会才最终决定买小米11Pro，必须支持中国企业！第一部智能手机就是小米1，一共给家人和自己买过至少8部小米手机了。 说一下使用体验，屏幕观感非常好，拍照色彩自然，系统目前很流畅，除了充电时候没有发现过热。对于外观还是见仁见智吧，个人觉得R角有点点大，背后的摄影模板太过夸张。 最后期待小米造车成功！中国汽车加油！,,,
1049,1127349945721,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 19:45:34,总体还算过得去，不太喜欢摄像头这么凸起，还有拍照设想对焦超级慢，扫描二维码这些经常模糊，要不是华为mate 40pro 没现货要抢又不能分期，真不会选择小米，小米真的是性价比和价格才吸引很多人，总体来说高端旗舰和华为还是有差距，但比起以前进步了不少，电池和发热也一直是小米的硬伤，不过对于我这种要求和不玩游戏的没什么影响，今天拿到手上用了一天，还算可以 可以给个好评，但建议小米以后不要拉这么多软件赞助商，那些软件都没用卸载多麻烦，现在友商都在纯净系统了，很支持。希望以后机器可以匹配鸿蒙系统,2021-04-07 15:05:47,品控真是不说了，***，用微博，微信，支付宝，还有网吧上网的软件扫描二维码，基本是模糊的，点了屏幕一直对不起焦，一直模糊。每次被迫单独相机照相，然后点开扫一扫放入相册图片，华为芯片，跟着涨价就这样的品控。,2.0
1050,1126916456338,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:45:00,手机到了，先评论下外观，非常靓，用后再追评,,,
1051,1127349253843,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 19:39:20,拍照效果：拍照功能很强大，比我的荣耀30pro强太多了，成像质量特别高！ 电池续航：还没用完电，后期试一下。 通信音质：很好，音量听歌很好听。 运行速度：特别快 显示效果：很好！,,,
1052,1127348473896,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 19:33:09,其他特色：这是我这辈子买的最贵的一个手机了！ 拍照效果：还可以的 电池续航：续航可以放心 通信音质：没得说 运行速度：五千多的手机确实比1999的红米note9pro速度快 显示效果：太棒了！拜拜了卢十瓦，劳资投奔友商了，就是这五千多花的真心疼，希望不要让我失望！,,,
1053,1126915172238,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:32:39,手机送的很快，还送了张米粉卡，目前还在试机。主要就是觉得，送的手机壳，没法保护后面的摄像头，这个。,,,
1054,1128180047387,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 19:27:49,手机速度很快，屏幕很好，目前使用很满意，后续使用情况在看一下,,,
1055,1127348277052,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:24:43,拍照效果：绝佳 电池续航：绝佳 通信音质：绝佳 运行速度：绝佳 显示效果：绝佳,,,
1056,1127347341422,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:17:48,老实说刚开始是挺失望的，甚至是吓了一跳，因为刚拿到开机后就出现了黑屏与雪花屏的情况，不过后来在客服小哥指导下更新重启系统后就没出现了 正在下原神，体验一哈雷总说的&ldquo;不服跑个原神&rdquo;,,,
1057,1126912816677,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 19:11:57,此用户没有填写评论!,2021-04-04 19:18:42,散热并没有多么明显的提升，而且蓝牙时断时续，观看视频的时候在网络良好情况下，画面不动，声音继续播放。不知道怎么个情况。,0.0
1058,1126912972235,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:11:42,手机手感很好，看起来很舒服@,,,
1059,1127778774506,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:10:08,电池续航：4星，打游戏时充电非常慢。  屏幕触感容易发现指令错误。不管是打游戏还是码字，或者刷视频都是贼气。  个别APP的输入点在手机最顶上显示框里面输入非常麻烦。  屏幕一点都不丝滑，打游戏贼烦  用的是曲屏，打游戏毫无体验感，而且无法用钢化膜。  拿在手里面非常容易掉，边缘太滑了。   手机的重心设计的有点问题，我在手里面非常容易掉。  选择的物流也是***很，靠，真把自己当大爷了！,,,
1060,1127346489609,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:10:00,指纹解锁有点慢。还是有点重量的。拍照效果：不错。可以当望远镜用。电池续航：还行,,,
1061,1126912628262,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:06:19,之前我一直用的是OPPO产品，准备买手机的时候我在OPPO和小米之间徘徊，毕竟换品牌还是要考虑一下。当我看了小米11Pro发布会后小米11Pro的配置惊艳到我了，我决定当米粉！我相信小米不会让我失望的！ 其他特色：拿在手里有分量，手感也没落下 拍照效果：照片非常清晰，尤其是夜间模式。暴赞！ 电池续航：不打游戏的话一天不充电绰绰有余。不到40分钟就可以充满！  运行速度：运行很快，毕竟配置很硬 显示效果：120帧玩游戏真的特别清晰,,,
1062,1127778370469,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:04:51,拍照效果：杠杠的，非常强大，完全够用 电池续航：目前还没测试，不过这已经是我第三部小米手机了，肯定没错 运行速度：那叫一个丝滑~ 显示效果：非常棒棒，拿上手机后，立马下了个喜欢的主题，嘻嘻~~ 总之，下回换机，还选小米！！😍😍😍,,,
1063,1128177915016,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:03:57,手机整体用起来不错拍照方面也可以也很清晰然后充电也快值得购买值得入手,,,
1064,1126911816201,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 19:00:28,东西到了，速度非常快，完成了新旧手机的交替。顺便拍了一些照片试试，新手机用着很舒服，电量也耐用，就是没有发现耳机插哪儿？还要专门买个连接器吗？,,,
1065,1128176319937,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 18:55:55,系统很流畅，外观也很漂亮。,,,
1066,1126910972736,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 18:54:48,手机非常给力  好漂亮  爱了爱了,,,
1067,1126911296318,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 18:53:34,拍照效果：好 通信音质：帮 运行速度：快,,,
1068,1128176047513,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 18:50:38,买的小米11por紫色，收到手机后感觉颜色比图片上好看太多了，手感也很好。2K，120Hz的屏幕确实不错。玩了**游戏发热也还好。充电速度也很快，电池很耐用，就是充电头觉的大了点。唯一不喜欢的就是镜头模组有些突出了。,,,
1069,1127776710525,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 18:49:18,用来用去，还是miui用着舒服，功能丰富！以后换机只换小米了。收到开机就有系统升级，以为是12.5呢！只是12.0.9希望尽快推送miui12.5，小米加油！,,,
